"name","year","team","games","games_started","minutes_played","field_goals","field_goal_attempts","three_point","three_point_attempts","rebounds","assists","steals","blocks","points"
"DeAndre Liggins","2017","TOT","62","19","777","55","142","17","46","108","54","47","14","152"
"DeAndre Liggins","2017","CLE","61","19","752","52","136","17","45","101","54","45","14","144"
"DeAndre Liggins","2017","DAL","1","0","25","3","6","0","1","7","0","2","0","8"
"Damian Lillard","2017","POR","75","75","2694","661","1488","214","578","368","439","68","20","2024"
"Jeremy Lin","2017","BRK","36","33","883","175","400","58","156","135","184","41","14","523"
"Shaun Livingston","2017","GSW","76","3","1345","173","316","1","3","151","139","38","20","389"
"Shawn Long","2017","PHI","18","0","234","61","109","7","19","85","13","9","9","148"
"Kevon Looney","2017","GSW","53","4","447","56","107","2","9","124","29","14","17","135"
"Brook Lopez","2017","BRK","75","75","2222","555","1172","134","387","403","176","38","124","1539"
"Robin Lopez","2017","CHI","81","81","2271","382","775","0","2","519","80","18","117","839"
"Kevin Love","2017","CLE","60","60","1885","370","867","145","389","666","116","53","22","1142"
"Kyle Lowry","2017","TOR","60","60","2244","426","918","193","468","288","417","88","19","1344"
"John Lucas","2017","MIN","5","0","11","1","4","0","1","0","1","2","0","2"
"Timothe Luwawu-Cabarrot","2017","PHI","69","19","1190","145","361","50","161","149","75","32","10","445"
"Trey Lyles","2017","UTA","71","4","1158","159","439","65","204","235","70","26","20","440"
"Shelvin Mack","2017","UTA","55","9","1205","170","381","37","120","128","154","42","3","430"
"Ian Mahinmi","2017","WAS","31","0","555","65","111","0","0","150","19","33","24","173"
"Thon Maker","2017","MIL","57","34","562","83","181","28","74","114","23","10","26","226"
"Boban Marjanovic","2017","DET","35","0","293","72","132","0","0","130","9","6","12","191"
"Jarell Martin","2017","MEM","42","3","558","58","151","9","25","162","8","17","9","165"
"Wesley Matthews","2017","DAL","73","73","2495","333","847","174","479","259","210","77","16","986"
"Luc Mbah","2017","LAC","80","76","1787","191","378","43","110","174","39","81","35","484"
"James Michael","2017","GSW","52","2","457","62","117","2","8","90","17","18","29","147"
"Patrick McCaw","2017","GSW","71","20","1074","106","245","41","123","101","77","32","15","282"
"Sheldon McClellan","2017","WAS","30","3","287","30","75","7","30","34","15","8","2","90"
"C.J. McCollum","2017","POR","80","80","2796","692","1441","185","440","291","285","72","42","1837"
"T.J. McConnell","2017","PHI","81","51","2133","236","512","11","55","251","534","134","10","556"
"Chris McCullough","2017","TOT","16","0","80","16","32","1","7","19","2","2","2","36"
"Chris McCullough","2017","BRK","14","0","72","16","31","1","6","17","2","1","2","35"
"Chris McCullough","2017","WAS","2","0","8","0","1","0","1","2","0","1","0","1"
"K.J. McDaniels","2017","TOT","49","0","505","77","169","20","66","82","13","19","18","206"
"K.J. McDaniels","2017","HOU","29","0","212","31","68","9","27","30","4","7","8","80"
"K.J. McDaniels","2017","BRK","20","0","293","46","101","11","39","52","9","12","10","126"
"Doug McDermott","2017","TOT","66","5","1508","222","497","77","207","179","58","13","5","592"
"Doug McDermott","2017","CHI","44","4","1078","166","373","56","149","130","45","11","4","447"
"Doug McDermott","2017","OKC","22","1","430","56","124","21","58","49","13","2","1","145"
"JaVale McGee","2017","GSW","77","10","739","208","319","0","4","244","17","19","67","472"
"Rodney McGruder","2017","MIA","78","65","1966","190","460","73","220","257","124","45","18","497"
"Ben McLemore","2017","SAC","61","26","1176","180","419","65","170","130","51","29","6","495"
"Jordan McRae","2017","CLE","37","4","384","58","150","18","51","40","19","8","6","161"
"Josh McRoberts","2017","MIA","22","14","381","44","118","13","31","74","50","10","4","107"
"Jodie Meeks","2017","ORL","36","10","738","103","256","56","137","77","45","34","4","327"
"Salah Mejri","2017","DAL","73","11","905","88","137","1","3","308","14","32","61","213"
"Jordan Mickey","2017","BOS","25","1","141","15","34","0","1","34","7","3","6","38"
"Khris Middleton","2017","MIL","29","23","889","150","333","45","104","123","99","41","7","426"
"C.J. Miles","2017","IND","76","29","1776","281","647","169","409","229","48","46","25","815"
"Mike Miller","2017","DEN","20","0","151","9","23","8","20","39","22","2","0","28"
"Patty Mills","2017","SAS","80","8","1754","273","622","147","356","142","280","65","3","759"
"Elijah Millsap","2017","PHO","2","0","23","1","7","0","2","6","1","0","0","3"
"Paul Millsap","2017","ATL","69","67","2343","430","972","75","241","533","252","90","62","1246"
"Nikola Mirotic","2017","CHI","70","15","1679","258","625","129","377","384","75","53","56","744"
"Greg Monroe","2017","MIL","81","0","1823","387","726","0","4","532","187","92","38","951"
"ETwaun Moore","2017","NOP","73","22","1820","283","619","77","208","152","164","50","32","700"
"Marcus Morris","2017","DET","79","79","2565","421","1007","118","357","366","160","52","25","1105"
"Markieff Morris","2017","WAS","76","76","2374","406","889","71","196","492","126","82","42","1063"
"Anthony Morrow","2017","TOT","49","7","714","98","252","41","133","31","25","24","2","271"
"Anthony Morrow","2017","OKC","40","7","627","86","223","35","119","29","19","22","2","230"
"Anthony Morrow","2017","CHI","9","0","87","12","29","6","14","2","6","2","0","41"
"Donatas Motiejunas","2017","NOP","34","0","479","57","138","11","47","101","34","18","11","150"
"Timofey Mozgov","2017","LAL","54","52","1104","169","328","0","1","264","43","16","31","401"
"Emmanuel Mudiay","2017","DEN","55","41","1406","208","551","56","178","178","217","41","13","603"
"Shabazz Muhammad","2017","MIN","78","1","1516","288","598","49","146","220","35","22","6","772"
"Dejounte Murray","2017","SAS","38","8","322","50","116","9","23","42","48","8","6","130"
"Jamal Murray","2017","DEN","82","10","1764","295","730","115","344","214","170","52","24","811"
"Mike Muscala","2017","ATL","70","3","1237","170","337","46","110","240","95","30","41","435"
"Larry Nance","2017","LAL","63","7","1442","190","361","10","36","369","96","82","40","449"
"Shabazz Napier","2017","POR","53","2","512","73","183","34","92","61","67","32","2","218"
"Maurice Ndour","2017","NYK","32","4","331","39","86","1","7","64","8","15","8","98"
"Gary Neal","2017","ATL","2","0","18","0","7","0","2","1","1","0","0","4"
"Jameer Nelson","2017","DEN","75","39","2045","268","604","106","273","192","385","53","8","687"
"Raul Neto","2017","UTA","40","0","346","41","91","10","31","30","34","21","5","100"
"Georges Niang","2017","IND","23","0","93","9","36","1","12","17","5","3","0","21"
"Andrew Nicholson","2017","TOT","38","0","342","43","111","5","27","61","10","16","6","100"
"Andrew Nicholson","2017","WAS","28","0","231","30","77","3","16","34","7","11","6","70"
"Andrew Nicholson","2017","BRK","10","0","111","13","34","2","11","27","3","5","0","30"
"Joakim Noah","2017","NYK","46","46","1015","99","201","0","1","402","103","30","37","232"
"Nerlens Noel","2017","TOT","51","19","1047","184","309","0","1","294","50","65","51","445"
"Nerlens Noel","2017","PHI","29","7","564","107","175","0","1","144","30","43","26","257"
"Nerlens Noel","2017","DAL","22","12","483","77","134","0","0","150","20","22","25","188"
"Lucas Nogueira","2017","TOR","57","6","1088","103","156","3","12","243","42","52","90","253"
"Steve Novak","2017","MIL","8","0","22","2","7","1","6","3","0","0","0","5"
"Dirk Nowitzki","2017","DAL","54","54","1424","296","678","79","209","353","82","30","38","769"
"Jusuf Nurkic","2017","TOT","65","48","1391","271","534","0","1","467","123","50","74","662"
"Jusuf Nurkic","2017","DEN","45","29","807","151","298","0","0","260","60","25","36","358"
"Jusuf Nurkic","2017","POR","20","19","584","120","236","0","1","207","63","25","38","304"
"David Nwaba","2017","LAL","20","2","397","47","81","1","5","62","14","13","7","120"
"Johnny OBryant","2017","TOT","11","0","80","15","30","3","6","19","6","0","1","38"
"Johnny OBryant","2017","DEN","7","0","46","7","15","2","3","11","2","0","1","20"
"Johnny OBryant","2017","CHO","4","0","34","8","15","1","3","8","4","0","0","18"
"Kyle OQuinn","2017","NYK","79","8","1229","215","413","2","17","439","117","36","104","496"
"Daniel Ochefu","2017","WAS","19","0","75","12","27","0","0","22","3","2","0","24"
"Jahlil Okafor","2017","PHI","50","33","1134","242","471","0","0","240","58","20","49","590"
"Victor Oladipo","2017","OKC","67","67","2222","412","932","127","352","291","176","78","21","1067"
"Kelly Olynyk","2017","BOS","75","6","1538","260","508","68","192","360","148","43","29","678"
"Arinze Onuaku","2017","ORL","8","0","28","2","4","0","0","6","2","0","1","4"
"Chinanu Onuaku","2017","HOU","5","1","52","5","7","0","0","10","3","3","1","14"
"Kelly Oubre","2017","WAS","79","5","1605","186","442","54","188","260","47","58","17","501"
"Zaza Pachulia","2017","GSW","70","70","1268","164","307","0","2","410","132","59","33","426"
"Georgios Papagiannis","2017","SAC","22","0","355","56","102","0","2","86","20","3","17","124"
"Jabari Parker","2017","MIL","51","50","1728","399","814","65","178","314","142","51","22","1025"
"Tony Parker","2017","SAS","63","63","1587","265","569","23","69","113","285","33","2","638"
"Chandler Parsons","2017","MEM","34","34","675","75","222","25","93","84","55","20","5","210"
"Lamar Patterson","2017","ATL","5","0","40","3","15","1","6","7","6","1","0","9"
"Patrick Patterson","2017","TOR","65","8","1599","154","384","94","253","291","76","40","23","445"
"Chris Paul","2017","LAC","61","61","1921","374","785","124","302","304","563","118","8","1104"
"Adreian Payne","2017","MIN","18","0","135","23","54","3","15","33","7","8","7","63"
"Cameron Payne","2017","TOT","31","0","462","64","193","27","86","48","55","14","5","160"
"Cameron Payne","2017","OKC","20","0","320","43","130","16","52","31","40","10","5","106"
"Cameron Payne","2017","CHI","11","0","142","21","63","11","34","17","15","4","0","54"
"Elfrid Payton","2017","ORL","82","58","2412","430","912","40","146","387","529","88","40","1046"
"Gary Payton","2017","MIL","6","0","99","8","22","1","9","12","13","3","4","20"
"Paul Pierce","2017","LAC","25","7","277","28","70","15","43","48","10","4","5","81"
"Marshall Plumlee","2017","NYK","21","1","170","16","30","0","0","51","10","4","4","40"
"Mason Plumlee","2017","TOT","81","64","2148","334","623","0","6","606","284","69","92","842"
"Mason Plumlee","2017","POR","54","54","1516","235","442","0","5","433","214","50","63","597"
"Mason Plumlee","2017","DEN","27","10","632","99","181","0","1","173","70","19","29","245"
"Miles Plumlee","2017","TOT","45","12","484","44","92","0","0","95","21","18","13","113"
"Miles Plumlee","2017","MIL","32","12","310","30","68","0","0","53","18","11","9","82"
"Miles Plumlee","2017","CHO","13","0","174","14","24","0","0","42","3","7","4","31"
"Jakob Poeltl","2017","TOR","54","4","626","67","115","0","0","165","12","17","20","165"
"Otto Porter","2017","WAS","80","80","2605","414","803","148","341","515","121","116","41","1075"
"Bobby Portis","2017","CHI","64","13","1000","183","375","32","96","296","35","16","11","437"
"Kristaps Porzingis","2017","NYK","66","65","2164","443","985","112","314","475","97","47","130","1196"
"Dwight Powell","2017","DAL","77","3","1333","194","377","21","74","306","49","61","39","516"
"Norman Powell","2017","TOR","76","18","1368","227","506","56","173","168","82","51","14","636"
"Alex Poythress","2017","PHI","6","1","157","25","54","6","19","29","5","3","2","64"
"Ronnie Price","2017","PHO","14","0","134","4","24","3","17","11","18","11","1","14"
"Tim Quarterman","2017","POR","16","0","80","13","29","5","13","14","11","2","3","31"
"Chasson Randle","2017","TOT","26","0","299","40","98","16","47","32","34","9","2","137"
"Chasson Randle","2017","PHI","8","0","74","12","26","6","15","5","6","3","1","42"
"Chasson Randle","2017","NYK","18","0","225","28","72","10","32","27","28","6","1","95"
"Julius Randle","2017","LAL","74","73","2132","377","773","17","63","636","264","49","37","975"
"Zach Randolph","2017","MEM","73","5","1786","433","964","21","94","598","122","38","10","1028"
"J.J. Redick","2017","LAC","78","78","2198","396","890","201","468","171","110","55","13","1173"
"Willie Reed","2017","MIA","71","5","1031","162","285","1","4","332","26","18","47","374"
"Josh Richardson","2017","MIA","53","34","1614","202","513","75","227","168","140","60","39","539"
"Malachi Richardson","2017","SAC","22","0","198","28","68","8","28","23","11","5","1","79"
"Austin Rivers","2017","LAC","74","29","2054","323","731","111","299","161","204","48","10","889"
"Andre Roberson","2017","OKC","79","79","2376","215","463","45","184","402","79","94","79","522"
"Brian Roberts","2017","CHO","41","2","416","46","122","17","44","39","52","9","1","142"
"Glenn Robinson","2017","IND","69","27","1426","158","338","49","125","245","47","41","20","419"
"Thomas Robinson","2017","LAL","48","1","560","105","196","0","1","223","31","26","9","241"
"Sergio Rodriguez","2017","PHI","68","30","1518","210","536","92","252","157","344","48","4","530"
"Rajon Rondo","2017","CHI","69","42","1843","229","561","50","133","355","461","99","11","538"
"Derrick Rose","2017","NYK","64","64","2082","460","977","13","60","246","283","44","17","1154"
"Terrence Ross","2017","TOT","78","24","1955","326","746","142","391","207","88","88","33","858"
"Terrence Ross","2017","TOR","54","0","1207","211","479","96","256","139","45","54","20","559"
"Terrence Ross","2017","ORL","24","24","748","115","267","46","135","68","43","34","13","299"
"Terry Rozier","2017","BOS","74","0","1263","151","411","57","179","227","131","45","11","410"
"Ricky Rubio","2017","MIN","75","75","2469","261","650","60","196","305","682","128","10","836"
"Damjan Rudez","2017","ORL","45","0","314","31","88","20","64","25","20","12","1","82"
"Brandon Rush","2017","MIN","47","33","1030","70","187","44","114","99","45","22","23","197"
"DAngelo Russell","2017","LAL","63","60","1811","351","867","135","384","222","303","87","16","984"
"Domantas Sabonis","2017","OKC","81","66","1632","192","481","51","159","287","82","39","32","479"
"Larry Sanders","2017","CLE","5","0","13","1","4","0","0","4","0","1","1","4"
"Dario Saric","2017","PHI","81","36","2129","381","927","106","341","513","182","57","30","1040"
"Aron Baynes","2016","DET","81","1","1233","194","384","0","2","384","51","21","52","514"
"Tomas Satoransky","2017","WAS","57","3","719","61","146","9","37","83","92","26","6","154"
"Dennis Schroder","2017","ATL","79","78","2485","548","1215","100","294","248","499","74","16","1414"
"Luis Scola","2017","BRK","36","1","461","71","151","17","50","139","37","14","4","184"
